Zeitstempel	Zähler	Spieler	Siedler - Aktuell	Planierer - Aktuell	Bauarbeiter - Aktuell	Schwertkämpfer Level 1 - Aktuell	Schwertkämpfer Level 2 - Aktuell	Schwertkämpfer Level 3 - Aktuell	Bogenschütze Level 1 - Aktuell	Bogenschütze Level 2 - Aktuell	Bogenschütze Level 3 - Aktuell	Sanitäter Level 1 - Aktuell	Sanitäter Level 2 - Aktuell	Sanitäter Level 3 - Aktuell	Axtkämpfer Level 1 - Aktuell	Axtkämpfer Level 2 - Aktuell	Axtkämpfer Level 3 - Aktuell	Blasrohrschütze Level 1 - Aktuell	Blasrohrschütze Level 2 - Aktuell	Blasrohrschütze Level 3 - Aktuell	Hauptmann - Aktuell	Priester - Aktuell	Saboteur - Aktuell	Pioniere - Aktuell	Dieb - Aktuell	Geologe - Aktuell	Rucksackkatapultist Level 1 - Aktuell	Rucksackkatapultist Level 2 - Aktuell	Rucksackkatapultist Level 3 - Aktuell	Schwertkämpfer Level 1 - Insgesamt	Schwertkämpfer Level 2 - Insgesamt	Schwertkämpfer Level 3 - Insgesamt	Bogenschütze Level 1 - Insgesamt	Bogenschütze Level 2 - Insgesamt	Bogenschütze Level 3 - Insgesamt	Sanitäter Level 1 - Insgesamt	Sanitäter Level 2 - Insgesamt	Sanitäter Level 3 - Insgesamt	Axtkämpfer Level 1 - Insgesamt	Axtkämpfer Level 2 - Insgesamt	Axtkämpfer Level 3 - Insgesamt	Blasrohrschütze Level 1 - Insgesamt	Blasrohrschütze Level 2 - Insgesamt	Blasrohrschütze Level 3 - Insgesamt	Hauptmann - Insgesamt	Priester - Insgesamt	Saboteur - Insgesamt	Pioniere - Insgesamt	Dieb - Insgesamt	Geologe - Insgesamt	Rucksackkatapultist Level 1 - Insgesamt	Rucksackkatapultist Level 2 - Insgesamt	Rucksackkatapultist Level 3 - Insgesamt	Holzfällerhütte - Aktuell	Förster - Aktuell	Sägewerk - Aktuell	Steinmetz - Aktuell	Wasserwerk - Aktuell	Fischerhütte - Aktuell	Jagdhütte - Aktuell	Metzgerei - Aktuell	Mühle - Aktuell	Bäckerei - Aktuell	Getreidefarm - Aktuell	Schafzucht - Aktuell	Eselzucht - Aktuell	Steinmine - Aktuell	Eisenerzmine - Aktuell	Goldmine - Aktuell	Kohlemine - Aktuell	Schwefelmine - Aktuell	Goldschmelze - Aktuell	Eisenschmelze - Aktuell	Werkzeugschmiede - Aktuell	Waffenschmiede - Aktuell	Fahrzeugmanufaktur - Aktuell	Kaserne - Aktuell	Köhlerei - Aktuell	Lazarett - Aktuell	Munitionsmanufaktur / Pulverhaus / Pfeilmanufaktur - Aktuell	Hafen - Aktuell	Werft - Aktuell	Marktplatz - Aktuell	Lager - Aktuell	Weingut - Aktuell	Agavenfarm - Aktuell	Tequiladestille - Aktuell	Imkerei - Aktuell	Honigwinzerei - Aktuell	Kleines Wohnhaus - Aktuell	Mittleres Wohnhaus - Aktuell	Großes Wohnhaus - Aktuell	Kleiner Tempel - Aktuell	Großer Tempel - Aktuell	Aussichtsturm - Aktuell	Kleiner Turm - Aktuell	Mittlerer Turm - Aktuell	Burg - Aktuell	Eroberte Kleine Türme - 	Eroberte Mittlere Türme - 	Eroberte Burg - 	Verlorene Kleine Türme (Eroberung) - 	Verlorene Mittlere Türme (Eroberung) - 	Verlorene Burg (Eroberung) - 	Gebaute Gebäude - Aktuell	Gebaute Gebäude - Insgesamt	Agaven - Aktuell	Munition - Aktuell	Rüstungen - Aktuell	Äxte - Aktuell	Streitaxt - Aktuell	Blasrohre - Aktuell	Bretter - Aktuell	Bögen - Aktuell	Brot - Aktuell	Kohle - Aktuell	Fisch - Aktuell	Mehl - Aktuell	Ziegen - Aktuell	Gold - Aktuell	Golderz - Aktuell	Getreide - Aktuell	Schießpulver - Aktuell	Hammer - Aktuell	Honig - Aktuell	Eisen - Aktuell	Eisenerz - Aktuell	Baumstämme - Aktuell	Met - Aktuell	Fleisch - Aktuell	Spitzhacken - Aktuell	Schweine - Aktuell	Angeln - Aktuell	Sägen - Aktuell	Sensen - Aktuell	Schafe - Aktuell	Schaufeln - Aktuell	Steine - Aktuell	Schwefel - Aktuell	Schwerter - Aktuell	Tequila - Aktuell	Wasser - Aktuell	Wein - Aktuell	Rucksackkatapult - Aktuell	Gänse - Aktuell	Explosivpfeile - Aktuell	Sonnenblumenöl - Aktuell	Sonneblumen - Aktuell	Summe Ressourcen - Aktuell	Agaven - Insgesamt	Munition - Insgesamt	Rüstungen - Insgesamt	Äxte - Insgesamt	Streitaxt - Insgesamt	Blasrohre - Insgesamt	Bretter - Insgesamt	Bögen - Insgesamt	Brot - Insgesamt	Kohle - Insgesamt	Fisch - Insgesamt	Mehl - Insgesamt	Ziegen - Insgesamt	Gold - Insgesamt	Golderz - Insgesamt	Getreide - Insgesamt	Schießpulver - Insgesamt	Hammer - Insgesamt	Honig - Insgesamt	Eisen - Insgesamt	Eisenerz - Insgesamt	Baumstämme - Insgesamt	Met - Insgesamt	Fleisch - Insgesamt	Spitzhacken - Insgesamt	Schweine - Insgesamt	Angeln - Insgesamt	Sägen - Insgesamt	Sensen - Insgesamt	Schafe - Insgesamt	Schaufeln - Insgesamt	Steine - Insgesamt	Schwefel - Insgesamt	Schwerter - Insgesamt	Tequila - Insgesamt	Wasser - Insgesamt	Wein - Insgesamt	Rucksackkatapult - Insgesamt	Gänse - Insgesamt	Explosivpfeile - Insgesamt	Sonnenblumenöl - Insgesamt	Sonneblumen - Insgesamt	Summe Ressourcen - Insgesamt	Kontrolliertes Land in % - Aktuell	Verteidigungskraft (Wert/256) - Aktuell	Angriffsskraft (Wert/256) - Aktuell	Schwertkämpfer Level 1 - Besiegte	Schwertkämpfer Level 2 - Besiegte	Schwertkämpfer Level 3 - Besiegte	Bogenschütze Level 1 - Besiegte	Bogenschütze Level 2 - Besiegte	Bogenschütze Level 3 - Besiegte	Sanitäter Level 1 - Besiegte	Sanitäter Level 2 - Besiegte	Sanitäter Level 3 - Besiegte	Axtkämpfer Level 1 - Besiegte	Axtkämpfer Level 2 - Besiegte	Axtkämpfer Level 3 - Besiegte	Blasrohrschütze Level 1 - Besiegte	Blasrohrschütze Level 2 - Besiegte	Blasrohrschütze Level 3 - Besiegte	Hauptmann - Besiegte	Priester - Besiegte	Saboteur - Besiegte	Pioniere - Besiegte	Dieb - Besiegte	Geologe - Besiegte	Einheiten gesamt - Besiegte	Schwertkämpfer Level 1 - Verlorene	Schwertkämpfer Level 2 - Verlorene	Schwertkämpfer Level 3 - Verlorene	Bogenschütze Level 1 - Verlorene	Bogenschütze Level 2 - Verlorene	Bogenschütze Level 3 - Verlorene	Sanitäter Level 1 - Verlorene	Sanitäter Level 2 - Verlorene	Sanitäter Level 3 - Verlorene	Axtkämpfer Level 1 - Verlorene	Axtkämpfer Level 2 - Verlorene	Axtkämpfer Level 3 - Verlorene	Blasrohrschütze Level 1 - Verlorene	Blasrohrschütze Level 2 - Verlorene	Blasrohrschütze Level 3 - Verlorene	Hauptmann - Verlorene	Priester - Verlorene	Saboteur - Verlorene	Pioniere - Verlorene	Dieb - Verlorene	Geologe - Verlorene	Einheiten gesamt - Verlorene	Mana - Aktuell	Mana - Insgesamt	
00:11:07	771	3	64	10	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	18	18	0	0	0	5	0	0	29	0	16	26	9	0	0	0	2	0	0	4	0	0	12	1	0	8	3	0	0	1	3	0	12	35	0	0	0	0	0	0	0	0	0	0	166	0	0	0	8	0	0	82	0	16	26	9	0	0	0	2	0	0	22	0	0	12	23	0	8	5	0	2	3	3	0	20	88	0	0	0	0	0	0	0	0	0	0	329	5	256	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:07	772	4	36	15	15	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	16	16	0	0	0	6	0	0	2	0	13	32	19	0	0	0	2	0	0	9	0	8	25	0	0	6	4	0	0	2	3	0	2	3	0	0	0	0	0	0	0	0	0	0	136	0	0	0	8	0	0	57	0	16	40	19	0	0	0	2	0	0	22	0	8	33	12	0	8	5	0	2	3	3	0	20	60	0	0	0	0	0	0	0	0	0	0	318	5	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:07	773	5	58	15	20	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	18	18	0	0	0	5	0	0	2	0	16	26	8	0	0	0	2	0	0	4	0	0	12	3	0	8	3	0	2	1	3	0	7	52	0	0	0	0	0	0	0	0	0	0	154	0	0	0	9	0	0	68	0	16	26	8	0	0	0	2	0	0	22	0	0	12	14	0	8	5	0	2	4	3	0	20	75	0	0	0	0	0	0	0	0	0	0	294	4	256	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:07	774	6	66	10	10	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	15	16	0	0	0	5	0	0	19	0	16	26	8	0	0	0	2	0	0	14	0	0	12	0	0	8	4	0	2	1	3	0	12	38	0	0	0	0	0	0	0	0	0	0	170	0	0	0	9	0	0	75	0	16	26	8	0	0	0	2	0	0	22	0	0	12	20	0	8	5	0	2	4	3	0	20	55	0	0	0	0	0	0	0	0	0	0	287	3	256	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	775	1	67	20	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	22	0	16	34	9	0	0	0	2	0	0	4	0	0	12	2	0	8	2	0	0	1	3	0	2	45	0	0	0	0	0	0	0	0	0	0	167	0	0	0	8	0	0	80	0	16	34	9	0	0	0	2	0	0	22	0	0	12	22	0	8	5	0	2	3	3	0	20	105	0	0	0	0	0	0	0	0	0	0	351	5	256	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	776	2	42	20	20	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	2	2	4	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	22	26	0	0	0	4	0	0	0	0	11	49	8	0	0	0	10	0	0	4	0	2	27	0	0	6	1	0	2	1	3	0	2	10	0	0	0	0	0	0	0	0	0	0	140	0	0	0	8	0	0	43	0	16	55	8	0	0	0	10	0	0	22	0	5	33	9	0	8	5	0	2	3	3	0	20	113	0	0	0	0	0	0	0	0	0	0	363	5	256	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	777	3	64	10	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	18	18	0	0	0	5	0	0	29	0	16	26	9	0	0	0	2	0	0	4	0	0	12	1	0	8	3	0	0	1	3	0	12	35	0	0	0	0	0	0	0	0	0	0	166	0	0	0	8	0	0	82	0	16	26	9	0	0	0	2	0	0	22	0	0	12	23	0	8	5	0	2	3	3	0	20	88	0	0	0	0	0	0	0	0	0	0	329	5	256	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	778	4	36	15	15	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	16	16	0	0	0	6	0	0	3	0	13	32	20	0	0	0	2	0	0	9	0	8	25	1	0	6	4	0	0	2	3	0	2	1	0	0	0	0	0	0	0	0	0	0	137	0	0	0	8	0	0	57	0	16	40	20	0	0	0	2	0	0	22	0	8	33	12	0	8	5	0	2	3	3	0	20	60	0	0	0	0	0	0	0	0	0	0	319	5	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	779	5	58	15	20	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	3	0	16	26	8	0	0	0	2	0	0	4	0	0	12	1	0	8	3	0	2	1	3	0	7	51	0	0	0	0	0	0	0	0	0	0	152	0	0	0	9	0	0	69	0	16	26	8	0	0	0	2	0	0	22	0	0	12	14	0	8	5	0	2	4	3	0	20	75	0	0	0	0	0	0	0	0	0	0	295	4	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:12	780	6	67	10	10	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	15	16	0	0	0	5	0	0	19	0	16	26	8	0	0	0	2	0	0	14	0	0	12	0	0	8	4	0	2	1	3	0	12	38	0	0	0	0	0	0	0	0	0	0	170	0	0	0	9	0	0	76	0	16	26	8	0	0	0	2	0	0	22	0	0	12	20	0	8	5	0	2	4	3	0	20	55	0	0	0	0	0	0	0	0	0	0	288	3	256	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:17	781	1	68	20	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	24	0	16	34	9	0	0	0	2	0	0	4	0	0	12	1	0	8	2	0	0	1	3	0	2	46	0	0	0	0	0	0	0	0	0	0	169	0	0	0	8	0	0	80	0	16	34	9	0	0	0	2	0	0	22	0	0	12	22	0	8	5	0	2	3	3	0	20	106	0	0	0	0	0	0	0	0	0	0	352	5	256	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:17	782	2	43	20	20	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	2	2	4	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	22	26	0	0	0	4	0	0	0	0	11	49	8	0	0	0	10	0	0	4	0	4	27	0	0	6	1	0	2	1	3	0	2	12	0	0	0	0	0	0	0	0	0	0	144	0	0	0	8	0	0	43	0	16	55	8	0	0	0	10	0	0	22	0	6	33	9	0	8	5	0	2	3	3	0	20	114	0	0	0	0	0	0	0	0	0	0	365	5	256	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00:11:17	783	3	64	10	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	18	18	0	0	0	5	0	0	29	0	16	27	8	0	0	0	2	0	0	4	0	0	12	0	0	8	3	0	0	1	3	0	12	35	0	0	0	0	0	0	0	0	0	0	165	0	0	0	8	0	0	82	0	16	27	9	0	0	0	2	0	0	22	0	0	12	23	0	8	5	0	2	3	3	0	20	88	0	0	0	0	0	0	0	0	0	0	330	5	256	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:17	784	4	36	15	15	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	16	16	0	0	0	6	0	0	2	0	13	33	20	0	0	0	2	0	0	9	0	8	25	1	0	6	4	0	0	2	3	0	2	1	0	0	0	0	0	0	0	0	0	0	137	0	0	0	8	0	0	57	0	16	41	20	0	0	0	2	0	0	22	0	8	33	13	0	8	5	0	2	3	3	0	20	60	0	0	0	0	0	0	0	0	0	0	321	5	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:17	785	5	58	15	20	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	3	0	16	26	8	0	0	0	2	0	0	4	0	0	12	0	0	8	3	0	2	1	3	0	7	51	0	0	0	0	0	0	0	0	0	0	151	0	0	0	9	0	0	70	0	16	26	8	0	0	0	2	0	0	22	0	0	12	14	0	8	5	0	2	4	3	0	20	75	0	0	0	0	0	0	0	0	0	0	296	4	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:17	786	6	69	10	10	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	16	17	0	0	0	5	0	0	18	0	16	26	8	0	0	0	2	0	0	14	0	0	12	0	0	8	4	0	2	1	3	0	12	37	0	0	0	0	0	0	0	0	0	0	168	0	0	0	9	0	0	76	0	16	26	8	0	0	0	2	0	0	22	0	0	12	20	0	8	5	0	2	4	3	0	20	55	0	0	0	0	0	0	0	0	0	0	288	3	256	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:23	787	1	69	20	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	25	0	16	34	9	0	0	0	2	0	0	4	0	0	12	1	0	8	2	0	0	1	3	0	2	45	0	0	0	0	0	0	0	0	0	0	169	0	0	0	8	0	0	81	0	16	34	9	0	0	0	2	0	0	22	0	0	12	22	0	8	5	0	2	3	3	0	20	106	0	0	0	0	0	0	0	0	0	0	353	5	256	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:23	788	2	45	20	20	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	2	2	4	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	22	26	0	0	0	4	0	0	0	0	11	49	8	0	0	0	10	0	0	4	0	6	26	0	0	6	1	0	2	1	3	0	2	11	0	0	0	0	0	0	0	0	0	0	144	0	0	0	8	0	0	43	0	16	55	8	0	0	0	10	0	0	22	0	6	33	9	0	8	5	0	2	3	3	0	20	114	0	0	0	0	0	0	0	0	0	0	365	5	256	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
00:11:23	789	3	64	10	20	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	3	1	2	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	18	18	0	0	0	5	0	0	30	0	16	27	8	0	0	0	2	0	0	4	0	0	12	2	0	8	3	0	0	1	3	0	12	35	0	0	0	0	0	0	0	0	0	0	168	0	0	0	8	0	0	83	0	16	27	9	0	0	0	2	0	0	22	0	0	12	25	0	8	5	0	2	3	3	0	20	88	0	0	0	0	0	0	0	0	0	0	333	5	256	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:23	790	4	36	15	15	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	16	16	0	0	0	6	0	0	2	0	13	33	20	0	0	0	2	0	0	9	0	8	25	1	0	6	4	0	0	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	8	0	0	58	0	16	41	20	0	0	0	2	0	0	22	0	8	33	13	0	8	5	0	2	3	3	0	20	60	0	0	0	0	0	0	0	0	0	0	322	5	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00:11:23	791	5	57	15	20	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	4	2	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	19	19	0	0	0	5	0	0	2	0	16	26	8	0	0	0	2	0	0	4	0	0	12	0	0	8	3	0	1	1	3	0	7	51	0	0	0	0	0	0	0	0	0	0	149	0	0	0	9	0	0	70	0	16	26	8	0	0	0	2	0	0	22	0	0	12	14	0	8	5	0	2	4	3	0	20	75	0	0	0	0	0	0	0	0	0	0	296	4	256	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
